IRI_KEY,FIPS,NAME,State_Name,REGION,DIVISION,Zip_name,Zip_key,per_kids18,per_kids9,per_old,per_white,per_black,hhsize,Per_college,per_hh_less20K,median_inc,capita_inc,Share_Camp,Share_Other,Share_PL,Share_prog
272619,41003,Benton County,Oregon,WEST,9,97333 Corvallis,97333,0.18,0.1,0.1,0.88,0.01,2.31,0.42,0.29,35512,19329,0.436344846,0.07373817,0.249853506,0.240063479
272725,6085,Santa Clara County,California,WEST,9,95037 Morgan Hill,95037,0.29,0.16,0.08,0.72,0.02,3.07,0.29,0.09,82258,33886,0.486876442,0.119979468,0.049706238,0.343437852
272849,22033,East Baton Rouge Parish,Louisiana,SOUTH,7,70816 Baton Rouge,70816,0.24,0.14,0.08,0.77,0.18,2.31,0.34,0.17,42220,23595,0.669272957,0.047265987,0.115172377,0.168288679
272929,51199,York County,Virginia,SOUTH,5,23185 Williamsburg,23185,0.21,0.11,0.18,0.81,0.15,2.37,0.42,0.15,52231,31391,0.46512864,0.13408986,0.046949181,0.35383232
272948,6067,Sacramento County,California,WEST,9,95823 Sacramento,95823,0.35,0.2,0.08,0.32,0.26,3.18,0.12,0.26,36001,13577,0.551008115,0.085319252,0.062126911,0.301545722
272957,6077,San Joaquin County,California,WEST,9,95207 Stockton,95207,0.3,0.17,0.13,0.52,0.1,2.67,0.18,0.3,33194,17062,0.645835982,0.108222218,0.137656913,0.108284887
273052,34007,Camden County,New Jersey,EAST,2,08009 Berlin,8009,0.26,0.14,0.11,0.88,0.08,2.75,0.17,0.15,55369,23354,0.564868186,0.035836071,0.054393343,0.3449024
273064,23019,Penobscot County,Maine,EAST,1,04401 Bangor,4401,0.22,0.12,0.13,0.96,0.01,2.22,0.24,0.3,32393,19418,0.360448369,0.08192967,0.134424189,0.423197772
273081,36059,Nassau County,New York,EAST,2,11010 Franklin Square,11010,0.22,0.12,0.19,0.93,0.01,2.88,0.22,0.13,62907,24761,0.293438007,0.061033262,0.103438358,0.542090373
273091,17097,Lake County,Illinois,MIDWEST,3,60002 Antioch,60002,0.26,0.14,0.1,0.97,0.01,2.63,0.2,0.11,58578,27979,0.604275272,0.044700733,0.20230075,0.148723245
273158,51510,Alexandria city,Virginia,SOUTH,5,22311 Alexandria,22311,0.16,0.1,0.1,0.51,0.26,2.02,0.49,0.12,47010,30827,0.51380422,0.053725008,0.151913852,0.280556919
273211,48439,Tarrant County,Texas,SOUTH,7,76103 Fort Worth,76103,0.28,0.17,0.13,0.55,0.24,2.66,0.17,0.27,33019,15359,0.59481443,0.012612022,0.361454047,0.031119502
273220,53061,Snohomish County,Washington,WEST,9,98036 Lynnwood,98036,0.27,0.15,0.08,0.78,0.03,2.66,0.24,0.13,51296,21792,0.510865214,0.1544681,0.156340635,0.178326052
273257,24005,Baltimore County,Maryland,SOUTH,5,21228 Catonsville,21228,0.2,0.11,0.2,0.75,0.18,2.37,0.35,0.14,54890,25736,0.445819071,0.054798693,0.08629066,0.413091577
273348,49035,Salt Lake County,Utah,WEST,8,84120 Salt Lake City,84120,0.34,0.19,0.05,0.78,0.01,3.6,0.11,0.1,50613,15211,0.60287081,0.028421457,0.265396021,0.103311713
273366,34031,Passaic County,New Jersey,EAST,2,07503 Paterson,7503,0.29,0.17,0.09,0.48,0.09,3.22,0.1,0.31,32668,14226,0.412345948,0.057212884,0.19033729,0.340103878
273421,51191,Washington County,Virginia,SOUTH,5,24210 Abingdon,24210,0.19,0.1,0.18,0.97,0.02,2.22,0.2,0.31,30836,19662,0.57875517,0.08652066,0.22289846,0.11182571
273435,39173,Wood County,Ohio,MIDWEST,3,43619 Northwood,43619,0.28,0.14,0.11,0.95,0.01,2.71,0.12,0.18,50296,20318,0.673785308,0.041992126,0.180813263,0.103409302
273522,6017,El Dorado County,California,WEST,9,95667 Placerville,95667,0.24,0.11,0.17,0.92,0,2.51,0.21,0.19,47707,22966,0.415204592,0.104380181,0.371442245,0.108972982
273578,17031,Cook County,Illinois,MIDWEST,3,60632 Chicago,60632,0.32,0.2,0.09,0.55,0.01,3.56,0.07,0.23,37406,13188,0.561471733,0.061423147,0.183948364,0.193156757
273608,37183,Wake County,North Carolina,SOUTH,5,27616 Raleigh,27616,0.3,0.19,0.03,0.52,0.35,2.74,0.33,0.12,51334,21271,0.521852894,0.108889796,0.199981003,0.169276307
273637,48329,Midland County,Texas,SOUTH,7,79705 Midland,79705,0.28,0.15,0.15,0.77,0.11,2.56,0.3,0.21,44673,25469,0.693720362,0.028032035,0.118737971,0.159509632
273639,19153,Polk County,Iowa,MIDWEST,4,50315 Des Moines,50315,0.25,0.15,0.12,0.89,0.03,2.44,0.13,0.22,39457,17857,0.571037751,0.067349865,0.298252134,0.06336025
273657,34025,Monmouth County,New Jersey,EAST,2,07748 Middletown,7748,0.27,0.15,0.1,0.95,0.01,2.96,0.31,0.09,80284,33911,0.507868936,0.097118352,0.10319249,0.291820221
273702,48439,Tarrant County,Texas,SOUTH,7,76132 Fort Worth,76132,0.19,0.11,0.11,0.8,0.09,1.97,0.43,0.2,41007,33359,0.578005925,0.093270394,0.095805962,0.232917719
273720,6073,San Diego County,California,WEST,9,92117 San Diego,92117,0.2,0.11,0.15,0.77,0.02,2.45,0.29,0.16,47245,23514,0.440669419,0.137147698,0.165034083,0.2571488
273735,47093,Knox County,Tennessee,SOUTH,6,37917 Knoxville,37917,0.19,0.11,0.18,0.84,0.13,2.06,0.14,0.43,23807,15051,0.665416615,0.029342273,0.194140603,0.111100509
273755,6065,Riverside County,California,WEST,9,92264 Palm Springs,92264,0.12,0.07,0.34,0.84,0.02,1.9,0.23,0.24,39173,31567,0.460188354,0.17974876,0.108756269,0.251306616
273822,53033,King County,Washington,WEST,9,98116 Seattle,98116,0.15,0.09,0.16,0.89,0.02,1.95,0.44,0.13,54563,37506,0.441004547,0.070980022,0.20988383,0.278131602
273874,17031,Cook County,Illinois,MIDWEST,3,60804 Cicero,60804,0.35,0.21,0.07,0.49,0.01,3.7,0.06,0.21,38044,12485,0.650106769,0.035250538,0.193607191,0.121035502
273881,1117,Shelby County,Alabama,SOUTH,6,35242 Birmingham,35242,0.27,0.15,0.06,0.93,0.04,2.5,0.53,0.07,74647,39611,0.773985854,0.074036634,0.125012738,0.026964775
273904,39035,Cuyahoga County,Ohio,MIDWEST,3,44144 Cleveland,44144,0.2,0.12,0.19,0.92,0.02,2.18,0.12,0.23,36165,20453,0.548913087,0.054873422,0.144072232,0.252141258
273920,29183,St. Charles County,Missouri,MIDWEST,4,63304 Saint Charles,63304,0.32,0.18,0.07,0.95,0.02,2.99,0.3,0.07,67402,25924,0.639442071,0.106084627,0.118304255,0.136169047
273963,6059,Orange County,California,WEST,9,92620 Irvine,92620,0.29,0.15,0.07,0.65,0.01,2.92,0.51,0.07,86467,35087,0.515297822,0.155539428,0.081715457,0.247447294
273979,48201,Harris County,Texas,SOUTH,7,77096 Houston,77096,0.25,0.15,0.16,0.66,0.19,2.39,0.44,0.2,46140,29098,0.408888745,0.144649243,0.108680021,0.33778199
273989,13135,Gwinnett County,Georgia,SOUTH,5,30047 Lilburn,30047,0.28,0.13,0.07,0.8,0.08,2.97,0.35,0.07,70846,27343,0.694071868,0.030331548,0.153228181,0.122368404
274024,6061,Placer County,California,WEST,9,95677 Rocklin,95677,0.27,0.14,0.11,0.9,0.01,2.6,0.24,0.15,54111,24401,0.412049439,0.089748667,0.179777663,0.31842423
274078,40143,Tulsa County,Oklahoma,SOUTH,7,74136 Tulsa,74136,0.19,0.11,0.11,0.73,0.14,2.05,0.36,0.26,34812,25552,0.631625946,0.070599143,0.080903809,0.216871102
274092,29047,Clay County,Missouri,MIDWEST,4,64118 Kansas City,64118,0.23,0.13,0.13,0.9,0.03,2.32,0.23,0.12,45764,23267,0.656879128,0.066125277,0.151001548,0.125994046
274114,37067,Forsyth County,North Carolina,SOUTH,5,27104 Winston Salem,27104,0.21,0.11,0.17,0.87,0.09,2.1,0.49,0.13,52494,39744,0.666842547,0.026116195,0.182831806,0.124209452
274125,34013,Essex County,New Jersey,EAST,2,07039 Livingston,7039,0.27,0.15,0.15,0.83,0.01,2.94,0.53,0.04,99494,47502,0.304154771,0.168025894,0.027337986,0.50048135
274134,53053,Pierce County,Washington,WEST,9,98335 Gig Harbor,98335,0.26,0.13,0.13,0.93,0.01,2.57,0.36,0.1,60483,28869,0.499527365,0.075459866,0.210537801,0.214474968
274215,4013,Maricopa County,Arizona,WEST,8,85044 Phoenix,85044,0.23,0.13,0.09,0.85,0.04,2.36,0.42,0.09,60095,31790,0.472426336,0.116388855,0.104737644,0.306447165
274219,4013,Maricopa County,Arizona,WEST,8,85254 Scottsdale,85254,0.26,0.13,0.09,0.94,0.01,2.66,0.41,0.07,73758,34509,0.498595854,0.075978824,0.173517888,0.251907434
274239,11001,District of Columbia,District of Co,SOUTH,5,20007 Washington,20007,0.08,0.05,0.08,0.87,0.04,1.86,0.79,0.14,70815,53471,0.4522861,0.097162092,0.070779671,0.379772136
274250,51810,Virginia Beach city,Virginia,SOUTH,5,23462 Virginia Beach,23462,0.28,0.16,0.08,0.59,0.32,2.63,0.18,0.15,41298,17958,0.668670078,0.085222476,0.056216743,0.189890703
274409,17043,DuPage County,Illinois,MIDWEST,3,60148 Lombard,60148,0.23,0.13,0.14,0.87,0.03,2.53,0.3,0.1,60378,27230,0.526396644,0.075760222,0.192017856,0.205825278
274424,6037,Los Angeles County,California,WEST,9,90032 Los Angeles,90032,0.31,0.18,0.09,0.36,0.02,3.64,0.09,0.29,33445,11985,0.600238426,0.059197541,0.109744411,0.230819621
274425,28049,Hinds County,Mississippi,SOUTH,6,39211 Jackson,39211,0.21,0.12,0.18,0.81,0.17,2.24,0.54,0.13,56621,38800,0.601163097,0.083455403,0.21584584,0.09953566
274459,47093,Knox County,Tennessee,SOUTH,6,37919 Knoxville,37919,0.19,0.11,0.15,0.91,0.04,2.06,0.48,0.27,40410,35171,0.520919122,0.114906233,0.175743428,0.188431217
274473,13121,Fulton County,Georgia,SOUTH,5,30342 Atlanta,30342,0.18,0.11,0.09,0.78,0.07,2.21,0.58,0.1,63675,43786,0.484155529,0.13408219,0.153774595,0.227987686
274542,9001,Fairfield County,Connecticut,EAST,1,06907 Stamford,6907,0.22,0.13,0.14,0.87,0.04,2.49,0.37,0.14,66150,33441,0.255408583,0.096375532,0.032105302,0.616110584
274569,6075,San Francisco County,California,WEST,9,94112 San Francisco,94112,0.21,0.12,0.14,0.29,0.06,3.59,0.24,0.12,57629,19645,0.325749921,0.111679895,0.215696973,0.346873211
274671,33011,Hillsborough County,New Hampshire,EAST,1,03110 Bedford,3110,0.29,0.16,0.12,0.97,0,2.85,0.42,0.05,84392,37730,0.421766963,0.151776601,0.11599703,0.310459407
274718,9001,Fairfield County,Connecticut,EAST,1,06897 Wilton,6897,0.32,0.18,0.12,0.96,0.01,2.91,0.66,0.04,141428,65806,0.33024046,0.107902814,0.041839562,0.520017164
274719,54039,Kanawha County,West Virginia,SOUTH,5,25303 Charleston,25303,0.2,0.11,0.18,0.91,0.06,2.16,0.27,0.24,39828,25162,0.56751705,0.06882794,0.26111682,0.102538189
274801,44007,Providence County,Rhode Island,EAST,1,02860 Pawtucket,2860,0.26,0.15,0.13,0.66,0.1,2.41,0.14,0.37,28104,15900,0.340153781,0.083857681,0.1618315,0.414157038
274897,42029,Chester County,Pennsylvania,EAST,2,19087 Wayne,19087,0.22,0.12,0.14,0.92,0.03,2.36,0.63,0.09,85058,47220,0.433994118,0.101952167,0.067022847,0.397030868
274926,26163,Wayne County,Michigan,MIDWEST,3,48201 Detroit,48201,0.21,0.13,0.14,0.16,0.75,1.78,0.16,0.65,12262,11641,0.65639148,0.035463649,0.15104575,0.15709912
275047,36059,Nassau County,New York,EAST,2,11580 Valley Stream,11580,0.24,0.13,0.16,0.69,0.15,2.98,0.25,0.14,63802,24926,0.239672285,0.061607829,0.079969677,0.618750209
275072,24031,Montgomery County,Maryland,SOUTH,5,20815 Chevy Chase,20815,0.21,0.11,0.21,0.89,0.03,2.2,0.73,0.07,95511,65838,0.416606681,0.125296523,0.107245093,0.350851703
275111,47093,Knox County,Tennessee,SOUTH,6,37918 Knoxville,37918,0.23,0.13,0.14,0.94,0.04,2.38,0.19,0.24,37806,20091,0.582862645,0.059286914,0.241636262,0.116214179
275481,6067,Sacramento County,California,WEST,9,95608 Carmichael,95608,0.23,0.12,0.18,0.86,0.03,2.3,0.3,0.18,45693,27270,0.470535493,0.178163952,0.137438445,0.213862111
275702,55133,Waukesha County,Wisconsin,MIDWEST,3,53029 Hartland,53029,0.31,0.15,0.08,0.98,0,2.81,0.32,0.08,69118,30531,0.62987175,0.067364531,0.151273258,0.151490461
275717,6073,San Diego County,California,WEST,9,91910 Chula Vista,91910,0.27,0.16,0.12,0.57,0.05,2.75,0.23,0.2,42970,19715,0.532361114,0.085393389,0.180850624,0.201394873
275946,6037,Los Angeles County,California,WEST,9,90016 Los Angeles,90016,0.3,0.18,0.1,0.18,0.48,2.85,0.14,0.34,29079,14075,0.489122418,0.176351238,0.180056875,0.15446947
276018,9003,Hartford County,Connecticut,EAST,1,06082 Enfield,6082,0.23,0.12,0.14,0.9,0.06,2.53,0.18,0.13,52810,21967,0.442895959,0.070473557,0.13776138,0.348869104
276089,36059,Nassau County,New York,EAST,2,11023 Great Neck,11023,0.26,0.13,0.2,0.9,0.01,2.84,0.6,0.11,97364,49489,0.266501095,0.365948779,0.008237089,0.359313036
276166,48157,Fort Bend County,Texas,SOUTH,7,77471 Rosenberg,77471,0.31,0.17,0.1,0.68,0.07,3.03,0.1,0.24,37164,15304,0.595698035,0.039594156,0.272149754,0.092558055
276217,39095,Lucas County,Ohio,MIDWEST,3,43614 Toledo,43614,0.2,0.12,0.2,0.87,0.08,2.16,0.29,0.2,42080,23807,0.539745514,0.066051111,0.279676105,0.11452727
276288,31055,Douglas County,Nebraska,MIDWEST,4,68137 Omaha,68137,0.28,0.15,0.07,0.95,0.01,2.67,0.29,0.07,58173,24966,0.665674454,0.054328946,0.094873546,0.185123054
276293,55101,Racine County,Wisconsin,MIDWEST,3,53402 Racine,53402,0.27,0.15,0.12,0.88,0.06,2.57,0.26,0.14,51900,24870,0.65734004,0.081026234,0.078826882,0.182806844
276352,17021,Christian County,Illinois,MIDWEST,3,62568 Taylorville,62568,0.23,0.12,0.17,0.93,0.04,2.37,0.13,0.25,37775,18732,0.691574014,0.041368648,0.234901981,0.032155357
276388,4013,Maricopa County,Arizona,WEST,8,85304 Glendale,85304,0.3,0.14,0.06,0.86,0.03,3.03,0.23,0.09,56278,21818,0.620940354,0.125377787,0.09653469,0.157147169
276392,26077,Kalamazoo County,Michigan,MIDWEST,3,49002 Portage,49002,0.24,0.13,0.14,0.93,0.03,2.33,0.22,0.18,42172,22846,0.600039965,0.055829488,0.174043828,0.170086719
276442,45033,Dillon County,South Carolina,SOUTH,5,29565 Latta,29565,0.29,0.15,0.11,0.52,0.45,2.67,0.09,0.38,26797,13827,0.659075269,0.019647601,0.294206701,0.027070429
276501,34031,Passaic County,New Jersey,EAST,2,07055 Passaic,7055,0.31,0.19,0.08,0.35,0.14,3.46,0.13,0.28,33633,12877,0.421644062,0.150723758,0.179119881,0.248512299
276576,31055,Douglas County,Nebraska,MIDWEST,4,68106 Omaha,68106,0.2,0.12,0.18,0.93,0.02,2.12,0.28,0.2,39834,23452,0.47630162,0.045744031,0.313488413,0.164465937
276578,26125,Oakland County,Michigan,MIDWEST,3,48084 Troy,48084,0.22,0.12,0.13,0.81,0.02,2.22,0.51,0.07,67964,37702,0.574472244,0.068774063,0.130812861,0.225940832
276604,6067,Sacramento County,California,WEST,9,95608 Carmichael,95608,0.23,0.12,0.18,0.86,0.03,2.3,0.3,0.18,45693,27270,0.467526595,0.134250824,0.041156704,0.357065877
276714,18097,Marion County,Indiana,MIDWEST,3,46241 Indianapolis,46241,0.28,0.16,0.1,0.92,0.04,2.56,0.06,0.23,36028,16268,0.623870244,0.02515285,0.300164987,0.050811919
276837,4013,Maricopa County,Arizona,WEST,8,85042 Phoenix,85042,0.25,0.14,0.12,0.78,0.11,2.57,0.27,0.18,50221.42,24601.01,0.446562235,0.010763135,0.400793681,0.141880949
276893,4013,Maricopa County,Arizona,WEST,8,85013 Phoenix,85013,0.21,0.13,0.13,0.76,0.05,2.17,0.29,0.24,36150,24831,0.429851049,0.106263302,0.188970906,0.274914743
276938,6065,Riverside County,California,WEST,9,92504 Riverside,92504,0.29,0.16,0.12,0.64,0.07,2.96,0.14,0.22,40583,18196,0.737725141,0.109270079,0.034645884,0.118358897
276952,51059,Fairfax County,Virginia,SOUTH,5,22151 Springfield,22151,0.25,0.14,0.12,0.71,0.04,2.87,0.42,0.04,78370,29980,0.479855522,0.069470533,0.146466627,0.304207318
277002,6037,Los Angeles County,California,WEST,9,91011 La Canada Flintri,91011,0.3,0.14,0.14,0.75,0,2.94,0.57,0.08,109802,53497,0.373215266,0.271090032,0.05067959,0.305015112
277073,31055,Douglas County,Nebraska,MIDWEST,4,68137 Omaha,68137,0.28,0.15,0.07,0.95,0.01,2.67,0.29,0.07,58173,24966,0.690313218,0.05078634,0.169648695,0.089251748
277144,36075,Oswego County,New York,EAST,2,13069 Fulton,13069,0.28,0.15,0.12,0.97,0.01,2.59,0.12,0.27,34443,16782,0.74530465,0.059357221,0.11223815,0.08309998
277197,17031,Cook County,Illinois,MIDWEST,3,60202 Evanston,60202,0.23,0.13,0.09,0.6,0.28,2.3,0.57,0.13,55659,31791,0.472691165,0.198929937,0.141531356,0.186847542
277222,48113,Dallas County,Texas,SOUTH,7,75149 Mesquite,75149,0.32,0.17,0.07,0.71,0.15,2.92,0.13,0.14,48245,19200,0.619992123,0.034318662,0.259383083,0.086306132
277242,42091,Montgomery County,Pennsylvania,EAST,2,19454 North Wales,19454,0.26,0.15,0.11,0.84,0.05,2.55,0.42,0.09,65383,32888,0.449458228,0.070054393,0.095525608,0.38496177
277262,53033,King County,Washington,WEST,9,98105 Seattle,98105,0.1,0.06,0.06,0.78,0.02,2.14,0.69,0.28,40246,26214,0.580054882,0.081227823,0.01468265,0.324034645
277264,51095,James City County,Virginia,SOUTH,5,23185 Williamsburg,23185,0.21,0.11,0.18,0.81,0.15,2.37,0.42,0.15,52231,31391,0.561880782,0.051150345,0.163660079,0.223308793
277271,41051,Multnomah County,Oregon,WEST,9,97206 Portland,97206,0.23,0.13,0.12,0.8,0.02,2.49,0.18,0.22,38040,18006,0.482835175,0.165853474,0.189489266,0.161822085
277326,36029,Erie County,New York,EAST,2,14221 Buffalo,14221,0.22,0.11,0.23,0.93,0.02,2.41,0.42,0.13,60494,30597,0.496475042,0.057897462,0.106857167,0.33877033
277330,36029,Erie County,New York,EAST,2,14221 Buffalo,14221,0.22,0.11,0.23,0.93,0.02,2.41,0.42,0.13,60494,30597,0.432248776,0.069760355,0.101659761,0.396331108
277446,35049,Santa Fe County,New Mexico,WEST,8,87505 Santa Fe,87505,0.25,0.13,0.09,0.74,0.01,2.51,0.35,0.19,43725,22373,0.73122323,0.033027814,0.075607979,0.160140977
277486,17107,Logan County,Illinois,MIDWEST,3,62656 Lincoln,62656,0.2,0.1,0.14,0.88,0.1,2.35,0.14,0.24,37264,17230,0.668796275,0.033061743,0.232243391,0.06589859
277587,26161,Washtenaw County,Michigan,MIDWEST,3,48160 Milan,48160,0.23,0.12,0.09,0.86,0.11,2.68,0.2,0.13,58193,22687,0.645887392,0.047642082,0.237189542,0.069280984
277620,23031,York County,Maine,EAST,1,04072 Saco,4072,0.25,0.13,0.13,0.98,0,2.46,0.22,0.21,45857,20821,0.431523561,0.154850277,0.141622195,0.272003968
277691,6067,Sacramento County,California,WEST,9,95820 Sacramento,95820,0.31,0.17,0.12,0.48,0.12,2.89,0.11,0.32,31670,13421,0.508567569,0.031918148,0.23342567,0.226088613
277743,6067,Sacramento County,California,WEST,9,95842 Sacramento,95842,0.3,0.18,0.07,0.7,0.11,2.72,0.13,0.17,40244,16882,0.409138901,0.069715589,0.206970828,0.314174681
277938,6059,Orange County,California,WEST,9,90621 Buena Park,90621,0.32,0.19,0.07,0.44,0.05,3.34,0.2,0.17,41716,15776,0.494282138,0.121538442,0.20913452,0.1750449
277956,22071,Orleans Parish,Louisiana,SOUTH,7,70115 New Orleans,70115,0.22,0.12,0.13,0.46,0.51,2.16,0.36,0.4,27094,22672,0.559372892,0.104179906,0.139893642,0.19655356
277960,24031,Montgomery County,Maryland,SOUTH,5,20816 Bethesda,20816,0.25,0.14,0.19,0.92,0.01,2.48,0.74,0.04,118631,61509,0.313389278,0.106770868,0.053014406,0.526825448
278063,6001,Alameda County,California,WEST,9,94566 Pleasanton,94566,0.28,0.15,0.09,0.84,0.01,2.7,0.4,0.07,90107,43330,0.455589302,0.142934747,0.03998406,0.361491892
278072,47093,Knox County,Tennessee,SOUTH,6,37912 Knoxville,37912,0.19,0.12,0.15,0.89,0.07,2.11,0.17,0.3,30705,17932,0.610284048,0.035522349,0.267357875,0.086835728
278116,29189,St. Louis County,Missouri,MIDWEST,4,63123 Saint Louis,63123,0.21,0.11,0.22,0.96,0.01,2.23,0.21,0.16,42254,23480,0.640824502,0.13646834,0.101451926,0.121255232
278154,1101,Montgomery County,Alabama,SOUTH,6,36109 Montgomery,36109,0.22,0.11,0.19,0.9,0.07,2.33,0.26,0.17,45481,22880,0.748011947,0.038592258,0.158834765,0.054561029
278194,41047,Marion County,Oregon,WEST,9,97303 Salem,97303,0.29,0.17,0.11,0.8,0.01,2.73,0.16,0.23,39140,17517,0.591499871,0.058189194,0.122759434,0.227551501
278275,53033,King County,Washington,WEST,9,98008 Bellevue,98008,0.22,0.12,0.15,0.78,0.02,2.57,0.4,0.09,67391,34605,0.566186585,0.13246336,0.011788889,0.289561166
278284,13135,Gwinnett County,Georgia,SOUTH,5,30093 Norcross,30093,0.26,0.16,0.03,0.42,0.28,2.86,0.24,0.13,43484,17741,0.715785125,0.035907372,0.184298276,0.064009227
278336,9003,Hartford County,Connecticut,EAST,1,06033 Glastonbury,6033,0.26,0.15,0.13,0.93,0.02,2.55,0.48,0.09,77991,38875,0.298892708,0.115904148,0.094468297,0.490734847
278346,42071,Lancaster County,Pennsylvania,EAST,2,17601 Lancaster,17601,0.23,0.12,0.18,0.93,0.01,2.46,0.33,0.12,54470,28256,0.628961212,0.046733879,0.116116211,0.208188697
278350,4013,Maricopa County,Arizona,WEST,8,85022 Phoenix,85022,0.23,0.13,0.1,0.88,0.02,2.33,0.28,0.16,43635,27505,0.473717846,0.078737367,0.195233471,0.252311315
278354,48113,Dallas County,Texas,SOUTH,7,75137 Duncanville,75137,0.28,0.14,0.08,0.61,0.29,2.82,0.3,0.08,59459,25274,0.71035439,0.014736687,0.249106568,0.025802355
278355,6059,Orange County,California,WEST,9,92780 Tustin,92780,0.28,0.17,0.09,0.59,0.03,2.99,0.22,0.13,47961,20200,0.470788532,0.15391854,0.124691073,0.250601855
278415,53053,Pierce County,Washington,WEST,9,98335 Gig Harbor,98335,0.26,0.13,0.13,0.93,0.01,2.57,0.36,0.1,60483,28869,0.484597374,0.191060601,0.140094578,0.184247447
278549,13089,DeKalb County,Georgia,SOUTH,5,30341 Atlanta,30341,0.2,0.12,0.08,0.58,0.1,2.68,0.37,0.14,50349,23406,0.646295121,0.032821714,0.16686562,0.154017546
278571,26081,Kent County,Michigan,MIDWEST,3,49546 Grand Rapids,49546,0.26,0.14,0.15,0.89,0.05,2.58,0.41,0.15,59945,29365,0.578877476,0.055383821,0.163390761,0.202347941
278609,6001,Alameda County,California,WEST,9,94577 San Leandro,94577,0.22,0.13,0.15,0.53,0.11,2.54,0.24,0.15,50888,24692,0.389208044,0.094708891,0.197375714,0.318707351
278613,4019,Pima County,Arizona,WEST,8,85705 Tucson,85705,0.25,0.15,0.13,0.7,0.04,2.28,0.13,0.43,23047,13343,0.462330226,0.055180575,0.298747962,0.183741236
278619,6001,Alameda County,California,WEST,9,94577 San Leandro,94577,0.22,0.13,0.15,0.53,0.11,2.54,0.24,0.15,50888,24692,0.382844391,0.095639831,0.244545921,0.276969856
278625,42097,Northumberland County,Pennsylvania,EAST,2,17847 Milton,17847,0.23,0.12,0.18,0.96,0.02,2.37,0.13,0.27,33883,17691,0.523852397,0.038526574,0.283518361,0.154102668
278650,13089,DeKalb County,Georgia,SOUTH,5,30338 Atlanta,30338,0.2,0.12,0.13,0.85,0.05,2.32,0.58,0.07,82502,44196,0.502165277,0.08244754,0.052679888,0.362707295
278667,31055,Douglas County,Nebraska,MIDWEST,4,68134 Omaha,68134,0.23,0.13,0.13,0.87,0.07,2.3,0.29,0.17,43294,22199,0.562232344,0.056108264,0.225617008,0.156042385
278734,45051,Horry County,South Carolina,SOUTH,5,29575 Myrtle Beach,29575,0.19,0.1,0.18,0.9,0.06,2.31,0.19,0.15,41818,23187,0.503515097,0.060187794,0.279372814,0.156924295
278738,6037,Los Angeles County,California,WEST,9,91776 San Gabriel,91776,0.24,0.14,0.12,0.29,0.01,3.22,0.18,0.23,38085,14229,0.595036543,0.122765438,0.073480541,0.208717478
278826,48201,Harris County,Texas,SOUTH,7,77021 Houston,77021,0.28,0.16,0.15,0.09,0.83,2.67,0.18,0.47,21950,13138,0.725418501,0.042628672,0.17299823,0.058954597
278830,6059,Orange County,California,WEST,9,92807 Anaheim,92807,0.25,0.13,0.1,0.76,0.02,2.87,0.32,0.08,76381,32721,0.540208149,0.155685769,0.097102732,0.207003351
278832,55101,Racine County,Wisconsin,MIDWEST,3,53406 Racine,53406,0.22,0.12,0.19,0.87,0.09,2.35,0.25,0.19,48207,24120,0.642586778,0.047520861,0.16341714,0.146475221
278892,37003,Alexander County,North Carolina,SOUTH,5,28681 Taylorsville,28681,0.25,0.14,0.12,0.91,0.05,2.55,0.09,0.21,39018,18582,0.742197585,0.037160785,0.103405455,0.117236175
278895,37119,Mecklenburg County,North Carolina,SOUTH,5,28212 Charlotte,28212,0.23,0.14,0.08,0.49,0.39,2.35,0.27,0.18,37151,18608,0.518418094,0.075879988,0.148113358,0.25758856
278950,17111,McHenry County,Illinois,MIDWEST,3,60014 Crystal Lake,60014,0.31,0.17,0.08,0.94,0.01,2.93,0.32,0.08,69395,27155,0.561235701,0.069417203,0.166168821,0.203178274
279048,55079,Milwaukee County,Wisconsin,MIDWEST,3,53217 Milwaukee,53217,0.25,0.13,0.17,0.93,0.03,2.45,0.61,0.1,74572,43955,0.617906067,0.108343991,0.101478675,0.172271267
279198,39095,Lucas County,Ohio,MIDWEST,3,43560 Sylvania,43560,0.29,0.15,0.12,0.94,0.01,2.69,0.39,0.13,61519,28981,0.601954185,0.07129563,0.131043982,0.195706204
279219,36067,Onondaga County,New York,EAST,2,13039 Cicero,13039,0.3,0.17,0.08,0.96,0.01,2.76,0.26,0.12,57538,23130,0.49285417,0.035679781,0.114494122,0.356971926
279229,48439,Tarrant County,Texas,SOUTH,7,76016 Arlington,76016,0.28,0.13,0.07,0.85,0.07,2.87,0.38,0.05,73195,30779,0.625036939,0.049524199,0.187073896,0.138364966
279300,17163,St. Clair County,Illinois,MIDWEST,3,62226 Belleville,62226,0.23,0.12,0.18,0.82,0.15,2.3,0.18,0.23,39493,21578,0.608664933,0.128751112,0.117707472,0.144876482
279373,36119,Westchester County,New York,EAST,2,10573 Port Chester,10573,0.23,0.14,0.14,0.68,0.06,2.85,0.27,0.18,53180,27594,0.324390728,0.110468066,0.064039419,0.501101787
279398,19153,Polk County,Iowa,MIDWEST,4,50131 Johnston,50131,0.3,0.16,0.11,0.96,0.01,2.61,0.44,0.09,76309,37471,0.583782684,0.048728296,0.272724984,0.094764036
